customer_id,RFM_Score,offer_id
44,5.0,O0177
46,13.0,O0115
46,13.0,O0091
46,13.0,O0011
46,13.0,O0237
46,13.0,O0128
46,13.0,O0131
46,13.0,O0238
46,13.0,O0118
46,13.0,O0202
46,13.0,O0199
46,13.0,O0173
46,13.0,O0086
47,8.0,O0056
47,8.0,O0101
47,8.0,O0215
47,8.0,O0182
47,8.0,O0174
47,8.0,O0009
48,7.0,O0106
48,7.0,O0236
48,7.0,O0132
49,14.0,O0134
49,14.0,O0145
49,14.0,O0133
49,14.0,O0224
49,14.0,O0224
49,14.0,O0137
49,14.0,O0149
49,14.0,O0046
49,14.0,O0230
49,14.0,O0172
49,14.0,O0195
49,14.0,O0142
49,14.0,O0083
50,9.0,O0140
50,9.0,O0215
50,9.0,O0200
52,12.0,O0070
52,12.0,O0025
52,12.0,O0088
52,12.0,O0012
52,12.0,O0015
52,12.0,O0240
52,12.0,O0132
52,12.0,O0147
52,12.0,O0202
52,12.0,O0177
52,12.0,O0173
52,12.0,O0033
54,9.0,O0021
54,9.0,O0128
54,9.0,O0127
54,9.0,O0229
56,12.0,O0073
56,12.0,O0127
56,12.0,O0124
56,12.0,O0152
56,12.0,O0231
56,12.0,O0197
56,12.0,O0004
57,13.0,O0059
57,13.0,O0041
57,13.0,O0238
57,13.0,O0136
57,13.0,O0206
57,13.0,O0209
57,13.0,O0230
57,13.0,O0171
57,13.0,O0212
58,5.0,O0181
59,3.0,O0037
60,16.0,O0074
60,16.0,O0093
60,16.0,O0058
60,16.0,O0013
60,16.0,O0238
60,16.0,O0238
60,16.0,O0238
60,16.0,O0238
60,16.0,O0151
60,16.0,O0137
60,16.0,O0116
60,16.0,O0161
60,16.0,O0207
60,16.0,O0232
60,16.0,O0208
60,16.0,O0193
60,16.0,O0186
60,16.0,O0179
60,16.0,O0139
60,16.0,O0114
61,15.0,O0028
61,15.0,O0027
61,15.0,O0237
61,15.0,O0128
61,15.0,O0240
61,15.0,O0127
61,15.0,O0138
61,15.0,O0131
61,15.0,O0145
61,15.0,O0157
61,15.0,O0162
61,15.0,O0165
61,15.0,O0205
61,15.0,O0168
61,15.0,O0170
61,15.0,O0181
61,15.0,O0233
61,15.0,O0219
61,15.0,O0201
61,15.0,O0192
61,15.0,O0186
61,15.0,O0178
61,15.0,O0177
61,15.0,O0159
61,15.0,O0148
61,15.0,O0148
61,15.0,O0143
61,15.0,O0139
61,15.0,O0009
62,5.0,O0118
63,9.0,O0062
63,9.0,O0115
63,9.0,O0015
63,9.0,O0240
63,9.0,O0213
64,8.0,O0056
64,8.0,O0204
64,8.0,O0209
66,12.0,O0038
66,12.0,O0238
66,12.0,O0132
66,12.0,O0042
66,12.0,O0206
66,12.0,O0189
66,12.0,O0183
66,12.0,O0180
66,12.0,O0166
67,5.0,O0116
68,13.0,O0140
68,13.0,O0131
68,13.0,O0125
68,13.0,O0146
68,13.0,O0123
68,13.0,O0154
68,13.0,O0217
68,13.0,O0181
68,13.0,O0201
68,13.0,O0196
68,13.0,O0002
69,4.0,O0216
70,6.0,O0171
71,15.0,O0145
71,15.0,O0155
71,15.0,O0125
71,15.0,O0137
71,15.0,O0206
71,15.0,O0209
71,15.0,O0150
71,15.0,O0154
71,15.0,O0154
71,15.0,O0235
71,15.0,O0200
71,15.0,O0143
71,15.0,O0181
71,15.0,O0181
72,13.0,O0062
72,13.0,O0077
72,13.0,O0016
72,13.0,O0039
72,13.0,O0128
72,13.0,O0118
72,13.0,O0205
72,13.0,O0150
72,13.0,O0218
72,13.0,O0143
73,5.0,O0193
73,5.0,O0006
74,5.0,O0169
75,7.0,O0075
75,7.0,O0022
75,7.0,O0145
76,9.0,O0115
76,9.0,O0116
76,9.0,O0152
76,9.0,O0001
78,14.0,O0099
78,14.0,O0103
78,14.0,O0239
78,14.0,O0239
78,14.0,O0239
78,14.0,O0239
78,14.0,O0239
78,14.0,O0239
78,14.0,O0132
78,14.0,O0133
78,14.0,O0146
78,14.0,O0156
78,14.0,O0122
78,14.0,O0046
78,14.0,O0208
78,14.0,O0005
79,10.0,O0095
79,10.0,O0239
79,10.0,O0125
79,10.0,O0217
79,10.0,O0034
79,10.0,O0009
80,15.0,O0077
80,15.0,O0157
80,15.0,O0239
80,15.0,O0157
80,15.0,O0130
80,15.0,O0156
80,15.0,O0121
80,15.0,O0205
80,15.0,O0123
80,15.0,O0124
80,15.0,O0220
80,15.0,O0220
80,15.0,O0201
80,15.0,O0197
80,15.0,O0195
80,15.0,O0148
81,5.0,O0239
81,5.0,O0116
82,10.0,O0205
82,10.0,O0206
82,10.0,O0232
82,10.0,O0177
82,10.0,O0148
83,5.0,O0240
83,5.0,O0152
84,8.0,O0128
84,8.0,O0238
84,8.0,O0164
84,8.0,O0230
85,15.0,O0068
85,15.0,O0027
85,15.0,O0048
85,15.0,O0094
85,15.0,O0071
85,15.0,O0029
85,15.0,O0237
85,15.0,O0239
85,15.0,O0134
85,15.0,O0130
85,15.0,O0132
85,15.0,O0132
85,15.0,O0236
85,15.0,O0221
85,15.0,O0132
85,15.0,O0135
85,15.0,O0127
85,15.0,O0126
85,15.0,O0222
85,15.0,O0125
85,15.0,O0137
85,15.0,O0116
85,15.0,O0117
85,15.0,O0161
85,15.0,O0206
85,15.0,O0207
85,15.0,O0209
85,15.0,O0230
85,15.0,O0231
85,15.0,O0172
85,15.0,O0232
85,15.0,O0217
85,15.0,O0214
85,15.0,O0213
85,15.0,O0211
85,15.0,O0211
85,15.0,O0203
85,15.0,O0202
85,15.0,O0196
85,15.0,O0193
85,15.0,O0191
85,15.0,O0182
85,15.0,O0179
85,15.0,O0178
85,15.0,O0175
85,15.0,O0169
85,15.0,O0167
85,15.0,O0142
85,15.0,O0181
85,15.0,O0008
86,8.0,O0239
86,8.0,O0172
86,8.0,O0200
86,8.0,O0148
87,12.0,O0062
87,12.0,O0061
87,12.0,O0078
87,12.0,O0157
87,12.0,O0226
87,12.0,O0224
87,12.0,O0149
87,12.0,O0009
87,12.0,O0007
88,9.0,O0131
88,9.0,O0118
88,9.0,O0052
88,9.0,O0216
88,9.0,O0187
89,13.0,O0025
89,13.0,O0108
89,13.0,O0128
89,13.0,O0146
89,13.0,O0204
89,13.0,O0204
89,13.0,O0194
90,15.0,O0140
90,15.0,O0061
90,15.0,O0096
90,15.0,O0098
90,15.0,O0133
90,15.0,O0157
90,15.0,O0135
90,15.0,O0138
90,15.0,O0053
90,15.0,O0165
90,15.0,O0205
90,15.0,O0207
90,15.0,O0124
90,15.0,O0223
90,15.0,O0229
90,15.0,O0046
90,15.0,O0178
90,15.0,O0139
90,15.0,O0008
91,12.0,O0110
91,12.0,O0011
91,12.0,O0015
91,12.0,O0238
91,12.0,O0240
91,12.0,O0222
91,12.0,O0222
91,12.0,O0043
91,12.0,O0150
91,12.0,O0170
91,12.0,O0172
91,12.0,O0203
91,12.0,O0182
92,10.0,O0240
92,10.0,O0239
92,10.0,O0126
92,10.0,O0223
92,10.0,O0171
92,10.0,O0220
93,12.0,O0062
93,12.0,O0225
93,12.0,O0231
93,12.0,O0215
93,12.0,O0187
93,12.0,O0084
93,12.0,O0004
93,12.0,O0003
94,6.0,O0041
94,6.0,O0024
94,6.0,O0203
94,6.0,O0191
95,5.0,O0101
95,5.0,O0141
96,11.0,O0032
96,11.0,O0133
96,11.0,O0224
96,11.0,O0215
96,11.0,O0200
98,7.0,O0024
98,7.0,O0221
98,7.0,O0175
99,5.0,O0187
99,5.0,O0159
100,16.0,O0022
100,16.0,O0239
100,16.0,O0129
100,16.0,O0222
100,16.0,O0157
100,16.0,O0127
100,16.0,O0207
100,16.0,O0209
100,16.0,O0210
100,16.0,O0210
100,16.0,O0233
100,16.0,O0219
100,16.0,O0219
100,16.0,O0218
100,16.0,O0217
100,16.0,O0217
100,16.0,O0216
100,16.0,O0215
100,16.0,O0213
100,16.0,O0213
100,16.0,O0212
100,16.0,O0211
100,16.0,O0174
100,16.0,O0085
101,6.0,O0118
103,15.0,O0074
103,15.0,O0018
103,15.0,O0146
103,15.0,O0222
103,15.0,O0125
103,15.0,O0127
103,15.0,O0136
103,15.0,O0116
103,15.0,O0117
103,15.0,O0120
103,15.0,O0122
103,15.0,O0207
103,15.0,O0046
103,15.0,O0215
103,15.0,O0212
103,15.0,O0203
103,15.0,O0200
103,15.0,O0200
103,15.0,O0196
103,15.0,O0192
103,15.0,O0190
103,15.0,O0143
103,15.0,O0139
105,6.0,O0121
105,6.0,O0185
105,6.0,O0139
106,9.0,O0019
106,9.0,O0239
106,9.0,O0223
111,9.0,O0237
111,9.0,O0156
111,9.0,O0156
111,9.0,O0124
112,3.0,O0001
113,8.0,O0239
113,8.0,O0209
114,3.0,O0063
115,5.0,O0123
115,5.0,O0005
116,3.0,O0008
117,4.0,O0211
118,9.0,O0106
118,9.0,O0229
118,9.0,O0009
119,16.0,O0062
119,16.0,O0072
119,16.0,O0089
119,16.0,O0072
119,16.0,O0092
119,16.0,O0096
119,16.0,O0018
119,16.0,O0016
119,16.0,O0020
119,16.0,O0039
119,16.0,O0021
119,16.0,O0238
119,16.0,O0138
119,16.0,O0147
119,16.0,O0134
119,16.0,O0125
119,16.0,O0125
119,16.0,O0136
119,16.0,O0226
119,16.0,O0224
119,16.0,O0228
119,16.0,O0118
119,16.0,O0165
119,16.0,O0120
119,16.0,O0043
119,16.0,O0122
119,16.0,O0206
119,16.0,O0206
119,16.0,O0124
119,16.0,O0124
119,16.0,O0209
119,16.0,O0210
119,16.0,O0223
119,16.0,O0037
119,16.0,O0152
119,16.0,O0229
119,16.0,O0154
119,16.0,O0154
119,16.0,O0154
119,16.0,O0168
119,16.0,O0232
119,16.0,O0218
119,16.0,O0216
119,16.0,O0215
119,16.0,O0215
119,16.0,O0211
119,16.0,O0203
119,16.0,O0198
119,16.0,O0198
119,16.0,O0198
119,16.0,O0192
119,16.0,O0186
119,16.0,O0167
119,16.0,O0141
120,8.0,O0018
120,8.0,O0012
120,8.0,O0037
120,8.0,O0176
120,8.0,O0004
121,5.0,O0122
122,9.0,O0239
122,9.0,O0133
122,9.0,O0136
122,9.0,O0002
123,11.0,O0028
123,11.0,O0016
123,11.0,O0029
123,11.0,O0129
123,11.0,O0236
123,11.0,O0131
123,11.0,O0132
123,11.0,O0201
123,11.0,O0166
124,9.0,O0074
124,9.0,O0170
125,6.0,O0147
126,16.0,O0116
126,16.0,O0069
126,16.0,O0012
126,16.0,O0012
126,16.0,O0236
126,16.0,O0132
126,16.0,O0228
126,16.0,O0221
126,16.0,O0135
126,16.0,O0135
126,16.0,O0227
126,16.0,O0209
126,16.0,O0210
126,16.0,O0210
126,16.0,O0150
126,16.0,O0231
126,16.0,O0218
126,16.0,O0200
126,16.0,O0199
126,16.0,O0188
126,16.0,O0167
126,16.0,O0148
126,16.0,O0141
126,16.0,O0082
126,16.0,O0033
126,16.0,O0009
127,9.0,O0145
127,9.0,O0130
127,9.0,O0224
127,9.0,O0211
128,15.0,O0062
128,15.0,O0140
128,15.0,O0027
128,15.0,O0023
128,15.0,O0132
128,15.0,O0134
128,15.0,O0145
128,15.0,O0240
128,15.0,O0228
128,15.0,O0120
128,15.0,O0123
128,15.0,O0124
128,15.0,O0210
128,15.0,O0229
128,15.0,O0046
128,15.0,O0170
128,15.0,O0216
128,15.0,O0216
128,15.0,O0215
128,15.0,O0214
128,15.0,O0214
128,15.0,O0198
128,15.0,O0190
128,15.0,O0173
130,5.0,O0182
131,10.0,O0130
131,10.0,O0225
131,10.0,O0166
131,10.0,O0009
132,7.0,O0018
132,7.0,O0220
132,7.0,O0219
132,7.0,O0166
133,8.0,O0018
133,8.0,O0024
133,8.0,O0207
134,11.0,O0121
134,11.0,O0124
134,11.0,O0124
134,11.0,O0231
134,11.0,O0211
134,11.0,O0180
134,11.0,O0178
134,11.0,O0144
135,15.0,O0116
135,15.0,O0240
135,15.0,O0151
135,15.0,O0227
135,15.0,O0049
135,15.0,O0210
135,15.0,O0036
135,15.0,O0213
135,15.0,O0198
135,15.0,O0196
135,15.0,O0166
135,15.0,O0141
135,15.0,O0010
135,15.0,O0086
135,15.0,O0007
135,15.0,O0003
136,10.0,O0109
136,10.0,O0124
136,10.0,O0231
137,7.0,O0140
138,16.0,O0067
138,16.0,O0041
138,16.0,O0012
138,16.0,O0022
138,16.0,O0239
138,16.0,O0240
138,16.0,O0239
138,16.0,O0239
138,16.0,O0157
138,16.0,O0135
138,16.0,O0137
138,16.0,O0127
138,16.0,O0127
138,16.0,O0117
138,16.0,O0161
138,16.0,O0207
138,16.0,O0207
138,16.0,O0149
138,16.0,O0229
138,16.0,O0154
138,16.0,O0154
138,16.0,O0235
138,16.0,O0217
138,16.0,O0216
138,16.0,O0215
138,16.0,O0201
138,16.0,O0191
138,16.0,O0190
138,16.0,O0183
138,16.0,O0169
138,16.0,O0153
138,16.0,O0148
138,16.0,O0143
138,16.0,O0003
139,8.0,O0088
139,8.0,O0236
139,8.0,O0165
139,8.0,O0175
140,10.0,O0074
140,10.0,O0223
140,10.0,O0232
140,10.0,O0214
140,10.0,O0173
140,10.0,O0181
141,10.0,O0224
141,10.0,O0216
141,10.0,O0199
141,10.0,O0189
141,10.0,O0182
141,10.0,O0144
143,13.0,O0026
143,13.0,O0078
143,13.0,O0029
143,13.0,O0031
143,13.0,O0228
143,13.0,O0170
143,13.0,O0214
143,13.0,O0191
143,13.0,O0148
143,13.0,O0083
144,15.0,O0128
144,15.0,O0134
144,15.0,O0226
144,15.0,O0217
144,15.0,O0197
144,15.0,O0197
144,15.0,O0197
144,15.0,O0197
144,15.0,O0197
144,15.0,O0197
144,15.0,O0197
144,15.0,O0197
144,15.0,O0195
144,15.0,O0195
144,15.0,O0195
144,15.0,O0194
144,15.0,O0193
144,15.0,O0193
144,15.0,O0193
144,15.0,O0192
144,15.0,O0191
144,15.0,O0189
144,15.0,O0188
144,15.0,O0186
144,15.0,O0186
144,15.0,O0186
144,15.0,O0186
144,15.0,O0186
144,15.0,O0186
144,15.0,O0185
144,15.0,O0184
144,15.0,O0183
144,15.0,O0182
144,15.0,O0182
144,15.0,O0182
144,15.0,O0005
145,6.0,O0081
145,6.0,O0238
145,6.0,O0238
145,6.0,O0216
146,7.0,O0136
147,7.0,O0130
147,7.0,O0215
147,7.0,O0202
148,5.0,O0018
148,5.0,O0148
149,16.0,O0041
149,16.0,O0069
149,16.0,O0109
149,16.0,O0017
149,16.0,O0035
149,16.0,O0012
149,16.0,O0240
149,16.0,O0239
149,16.0,O0239
149,16.0,O0127
149,16.0,O0147
149,16.0,O0132
149,16.0,O0222
149,16.0,O0221
149,16.0,O0138
149,16.0,O0118
149,16.0,O0118
149,16.0,O0204
149,16.0,O0207
149,16.0,O0123
149,16.0,O0124
149,16.0,O0149
149,16.0,O0149
149,16.0,O0150
149,16.0,O0152
149,16.0,O0230
149,16.0,O0218
149,16.0,O0216
149,16.0,O0203
149,16.0,O0197
149,16.0,O0193
149,16.0,O0175
149,16.0,O0174
149,16.0,O0153
149,16.0,O0231
149,16.0,O0231
149,16.0,O0006
149,16.0,O0002
150,14.0,O0160
150,14.0,O0067
150,14.0,O0059
150,14.0,O0063
150,14.0,O0094
150,14.0,O0065
150,14.0,O0089
150,14.0,O0014
150,14.0,O0030
150,14.0,O0239
150,14.0,O0237
150,14.0,O0145
150,14.0,O0151
150,14.0,O0053
150,14.0,O0123
150,14.0,O0124
150,14.0,O0210
150,14.0,O0223
150,14.0,O0214
150,14.0,O0213
150,14.0,O0192
150,14.0,O0139
151,14.0,O0236
151,14.0,O0135
151,14.0,O0157
151,14.0,O0224
151,14.0,O0120
151,14.0,O0216
151,14.0,O0214
151,14.0,O0178
151,14.0,O0148
151,14.0,O0144
151,14.0,O0139
151,14.0,O0002
152,7.0,O0147
152,7.0,O0184
153,10.0,O0116
153,10.0,O0088
153,10.0,O0024
153,10.0,O0236
153,10.0,O0137
153,10.0,O0137
153,10.0,O0087
154,10.0,O0157
154,10.0,O0224
154,10.0,O0230
155,7.0,O0025
155,7.0,O0105
155,7.0,O0167
157,10.0,O0130
157,10.0,O0134
157,10.0,O0224
157,10.0,O0212
158,6.0,O0215
159,8.0,O0137
159,8.0,O0186
160,12.0,O0026
160,12.0,O0225
160,12.0,O0206
160,12.0,O0124
160,12.0,O0149
160,12.0,O0218
161,16.0,O0013
161,16.0,O0028
161,16.0,O0221
161,16.0,O0136
161,16.0,O0222
161,16.0,O0225
161,16.0,O0227
161,16.0,O0136
161,16.0,O0224
161,16.0,O0226
161,16.0,O0227
161,16.0,O0119
161,16.0,O0120
161,16.0,O0223
161,16.0,O0223
161,16.0,O0220
161,16.0,O0220
161,16.0,O0219
161,16.0,O0219
161,16.0,O0218
161,16.0,O0218
161,16.0,O0217
161,16.0,O0217
161,16.0,O0200
161,16.0,O0176
161,16.0,O0142
162,16.0,O0115
162,16.0,O0116
162,16.0,O0032
162,16.0,O0113
162,16.0,O0031
162,16.0,O0236
162,16.0,O0145
162,16.0,O0228
162,16.0,O0138
162,16.0,O0118
162,16.0,O0119
162,16.0,O0121
162,16.0,O0049
162,16.0,O0044
162,16.0,O0209
162,16.0,O0149
162,16.0,O0149
162,16.0,O0045
162,16.0,O0229
162,16.0,O0046
162,16.0,O0168
162,16.0,O0171
162,16.0,O0233
162,16.0,O0219
162,16.0,O0219
162,16.0,O0211
162,16.0,O0175
162,16.0,O0141
163,3.0,O0025
164,8.0,O0015
164,8.0,O0228
164,8.0,O0215
166,7.0,O0204
167,13.0,O0113
167,13.0,O0138
167,13.0,O0147
167,13.0,O0117
167,13.0,O0165
167,13.0,O0043
167,13.0,O0141
167,13.0,O0047
168,6.0,O0239
168,6.0,O0004
169,11.0,O0015
169,11.0,O0016
169,11.0,O0039
169,11.0,O0131
169,11.0,O0225
169,11.0,O0161
169,11.0,O0214
169,11.0,O0143
170,14.0,O0041
170,14.0,O0041
170,14.0,O0030
170,14.0,O0097
170,14.0,O0236
170,14.0,O0236
170,14.0,O0136
170,14.0,O0118
170,14.0,O0235
170,14.0,O0189
170,14.0,O0176
170,14.0,O0142
171,16.0,O0064
171,16.0,O0077
171,16.0,O0025
171,16.0,O0090
171,16.0,O0018
171,16.0,O0240
171,16.0,O0137
171,16.0,O0147
171,16.0,O0222
171,16.0,O0227
171,16.0,O0205
171,16.0,O0045
171,16.0,O0230
171,16.0,O0234
171,16.0,O0220
171,16.0,O0185
171,16.0,O0139
172,9.0,O0057
172,9.0,O0146
172,9.0,O0123
173,15.0,O0116
173,15.0,O0012
173,15.0,O0221
173,15.0,O0151
173,15.0,O0224
173,15.0,O0228
173,15.0,O0118
173,15.0,O0119
173,15.0,O0121
173,15.0,O0143
173,15.0,O0231
173,15.0,O0172
173,15.0,O0007
174,16.0,O0055
174,16.0,O0100
174,16.0,O0151
174,16.0,O0239
174,16.0,O0157
174,16.0,O0130
174,16.0,O0138
174,16.0,O0049
174,16.0,O0209
174,16.0,O0209
174,16.0,O0230
174,16.0,O0220
174,16.0,O0220
174,16.0,O0213
174,16.0,O0211
174,16.0,O0203
174,16.0,O0196
174,16.0,O0192
174,16.0,O0190
174,16.0,O0186
174,16.0,O0183
174,16.0,O0182
174,16.0,O0173
174,16.0,O0141
174,16.0,O0181
174,16.0,O0010
174,16.0,O0001
176,5.0,O0240
176,5.0,O0125
177,7.0,O0210
177,7.0,O0203
178,7.0,O0040
178,7.0,O0157
178,7.0,O0004
179,9.0,O0138
179,9.0,O0147
179,9.0,O0149
179,9.0,O0150
180,11.0,O0089
180,11.0,O0145
180,11.0,O0205
180,11.0,O0124
180,11.0,O0037
180,11.0,O0214
180,11.0,O0144
181,12.0,O0115
181,12.0,O0093
181,12.0,O0137
181,12.0,O0204
181,12.0,O0219
181,12.0,O0191
181,12.0,O0167
183,10.0,O0134
183,10.0,O0206
183,10.0,O0191
183,10.0,O0141
183,10.0,O0033
184,7.0,O0066
184,7.0,O0042
184,7.0,O0211
184,7.0,O0190
185,13.0,O0029
185,13.0,O0128
185,13.0,O0129
185,13.0,O0228
185,13.0,O0126
185,13.0,O0197
185,13.0,O0175
186,10.0,O0064
186,10.0,O0147
186,10.0,O0218
186,10.0,O0231
188,13.0,O0115
188,13.0,O0072
188,13.0,O0070
188,13.0,O0094
188,13.0,O0105
188,13.0,O0229
188,13.0,O0235
188,13.0,O0218
188,13.0,O0190
188,13.0,O0173
189,10.0,O0092
189,10.0,O0162
189,10.0,O0120
189,10.0,O0218
189,10.0,O0174
189,10.0,O0142
190,7.0,O0014
190,7.0,O0020
190,7.0,O0239
190,7.0,O0167
191,12.0,O0224
191,12.0,O0205
191,12.0,O0152
191,12.0,O0232
191,12.0,O0193
191,12.0,O0086
192,13.0,O0073
192,13.0,O0069
192,13.0,O0135
192,13.0,O0228
192,13.0,O0227
192,13.0,O0229
192,13.0,O0200
192,13.0,O0185
193,9.0,O0095
193,9.0,O0119
193,9.0,O0197
193,9.0,O0193
193,9.0,O0174
193,9.0,O0086
194,13.0,O0121
194,13.0,O0121
194,13.0,O0206
194,13.0,O0229
194,13.0,O0220
194,13.0,O0203
194,13.0,O0203
194,13.0,O0153
194,13.0,O0148
195,16.0,O0092
195,16.0,O0107
195,16.0,O0024
195,16.0,O0239
195,16.0,O0129
195,16.0,O0227
195,16.0,O0121
195,16.0,O0211
195,16.0,O0203
195,16.0,O0184
195,16.0,O0174
195,16.0,O0171
195,16.0,O0008
195,16.0,O0004
196,8.0,O0029
196,8.0,O0029
196,8.0,O0132
196,8.0,O0214
197,8.0,O0229
197,8.0,O0218
197,8.0,O0200
198,14.0,O0054
198,14.0,O0093
198,14.0,O0068
198,14.0,O0014
198,14.0,O0020
198,14.0,O0029
198,14.0,O0019
198,14.0,O0236
198,14.0,O0145
198,14.0,O0138
198,14.0,O0224
198,14.0,O0118
198,14.0,O0051
198,14.0,O0123
198,14.0,O0123
198,14.0,O0124
198,14.0,O0124
198,14.0,O0149
198,14.0,O0223
198,14.0,O0046
198,14.0,O0168
198,14.0,O0217
198,14.0,O0213
198,14.0,O0175
198,14.0,O0141
199,8.0,O0131
199,8.0,O0129
199,8.0,O0003
200,7.0,O0075
200,7.0,O0126
200,7.0,O0043
200,7.0,O0150
201,13.0,O0017
201,13.0,O0132
201,13.0,O0135
201,13.0,O0164
201,13.0,O0149
201,13.0,O0220
201,13.0,O0201
201,13.0,O0169
201,13.0,O0167
201,13.0,O0010
202,14.0,O0068
202,14.0,O0130
202,14.0,O0157
202,14.0,O0042
202,14.0,O0046
202,14.0,O0217
202,14.0,O0216
202,14.0,O0203
202,14.0,O0200
202,14.0,O0195
202,14.0,O0192
202,14.0,O0185
203,5.0,O0117
204,8.0,O0116
204,8.0,O0095
204,8.0,O0132
