,CustomerID,OfferId,OfferTransactionDate,TransactionAmount,Points,Accrual,Redemption,CustomerTier,OfferTier,CustomerAge,OfferTargetAge,OSD,OED
45,48117,O0087,2019-12-21,900,50,1,0,B,Bronze,20,All,2019-09-15,2019-12-31
46,59336,O0088,2019-01-11,500,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
47,60193,O0088,2019-01-23,950,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
48,48117,O0089,2019-03-15,1000,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
49,59336,O0093,2019-03-03,700,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
50,47923,O0094,2019-01-11,500,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
51,59336,O0094,2019-02-15,550,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
52,60193,O0019,2019-12-10,1500,100,1,0,B,Bronze,20,All,2019-07-01,2019-12-31
53,61160,O0019,2019-08-09,1400,100,1,0,B,Bronze,20,All,2019-07-01,2019-12-31
54,61099,O0026,2019-02-01,1600,100,1,0,B,Bronze,20,All,2019-01-01,2019-05-31
55,61099,O0029,2019-07-23,1100,100,1,0,B,Bronze,20,All,2019-07-01,2019-07-31
56,61099,O0031,2019-09-05,2000,100,1,0,B,Bronze,20,All,2019-07-01,2019-10-31
57,60193,O0041,2019-02-26,1700,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
58,59336,O0063,2019-02-28,1100,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
59,59336,O0066,2019-01-18,1200,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
60,61100,O0067,2019-01-28,1500,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
61,59336,O0077,2019-01-22,1600,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
62,59336,O0040,2019-08-02,2200,200,0,1,B,Bronze,20,All,2019-07-01,2019-10-31
63,61099,O0040,2019-09-13,2400,200,1,0,B,Bronze,20,All,2019-07-01,2019-10-31
64,61100,O0040,2019-08-24,3400,200,1,0,B,Bronze,20,All,2019-07-01,2019-10-31
65,59505,O0057,2019-03-24,550,50,1,0,B,Bronze,21,20-30,2019-01-01,2019-03-31
66,59505,O0058,2019-01-06,500,50,0,1,B,Bronze,21,20-30,2019-01-01,2019-03-31
67,59505,O0060,2019-01-08,550,50,0,1,B,Bronze,21,20-30,2019-01-01,2019-03-31
68,59505,O0048,2019-03-03,550,50,1,0,B,Bronze,21,40-65,2019-01-01,2019-03-31
69,59505,O0044,2019-10-07,550,50,1,0,B,Bronze,21,All,2019-09-01,2019-10-31
70,59505,O0045,2019-09-17,550,50,1,0,B,Bronze,21,All,2019-09-01,2019-10-31
71,59505,O0046,2019-09-14,600,50,1,0,B,Bronze,21,All,2019-09-01,2019-10-31
72,59505,O0047,2019-09-21,750,50,1,0,B,Bronze,21,All,2019-09-01,2019-10-31
73,59505,O0082,2019-10-26,550,50,1,0,B,Bronze,21,All,2019-09-15,2019-12-31
74,59505,O0086,2019-11-05,650,50,1,0,B,Bronze,21,All,2019-09-15,2019-12-31
75,59505,O0093,2019-01-24,1000,50,1,0,B,Bronze,21,All,2019-01-01,2019-03-31
76,59505,O0025,2019-03-16,1700,100,1,0,B,Bronze,21,All,2019-01-01,2019-05-31
77,59505,O0029,2019-07-18,1600,100,1,0,B,Bronze,21,All,2019-07-01,2019-07-31
78,59505,O0031,2019-08-19,1300,100,1,0,B,Bronze,21,All,2019-07-01,2019-10-31
79,59505,O0063,2019-03-29,1900,100,1,0,B,Bronze,21,All,2019-01-01,2019-03-31
80,59505,O0066,2019-02-25,1100,100,1,0,B,Bronze,21,All,2019-01-01,2019-03-31
81,59505,O0077,2019-02-06,1800,100,1,0,B,Bronze,21,All,2019-01-01,2019-03-31
82,59505,O0040,2019-07-20,4000,200,1,0,B,Bronze,21,All,2019-07-01,2019-10-31
83,10119,O0011,2019-07-04,950,50,0,1,B,Bronze,22,20-30,2019-07-01,2019-10-31
84,10201,O0011,2019-07-03,700,50,1,0,B,Bronze,22,20-30,2019-07-01,2019-10-31
85,10201,O0012,2019-10-20,750,50,1,0,B,Bronze,22,20-30,2019-07-01,2019-10-31
86,10119,O0057,2019-03-08,500,50,1,0,B,Bronze,22,20-30,2019-01-01,2019-03-31
87,10119,O0014,2019-04-09,1100,100,0,1,B,Bronze,22,20-30,2019-04-01,2019-07-31
88,10119,O0061,2019-02-17,1200,100,0,1,B,Bronze,22,20-30,2019-01-01,2019-03-31
89,10201,O0061,2019-03-04,1000,100,1,0,B,Bronze,22,20-30,2019-01-01,2019-03-31
90,10201,O0027,2019-01-04,1000,50,1,0,B,Bronze,22,All,2019-01-01,2019-05-31
91,10119,O0028,2019-01-17,950,50,1,0,B,Bronze,22,All,2019-01-01,2019-05-31
92,10119,O0042,2019-10-21,950,50,1,0,B,Bronze,22,All,2019-09-01,2019-10-31
93,10201,O0042,2019-10-29,550,50,1,0,B,Bronze,22,All,2019-09-01,2019-10-31
94,10119,O0043,2019-09-20,550,50,1,0,B,Bronze,22,All,2019-09-01,2019-10-31
95,10119,O0082,2019-10-18,550,50,1,0,B,Bronze,22,All,2019-09-15,2019-12-31
96,10119,O0087,2019-09-24,850,50,1,0,B,Bronze,22,All,2019-09-15,2019-12-31
97,10201,O0088,2019-02-17,900,50,1,0,B,Bronze,22,All,2019-01-01,2019-03-31
98,10119,O0089,2019-02-14,650,50,1,0,B,Bronze,22,All,2019-01-01,2019-03-31
99,10119,O0019,2019-10-19,1200,100,1,0,B,Bronze,22,All,2019-07-01,2019-12-31
100,10119,O0031,2019-08-30,1500,100,1,0,B,Bronze,22,All,2019-07-01,2019-10-31
101,10201,O0035,2019-08-13,1200,100,1,0,B,Bronze,22,All,2019-07-01,2019-10-31
102,10201,O0066,2019-03-15,2000,100,1,0,B,Bronze,22,All,2019-01-01,2019-03-31
103,10119,O0040,2019-08-30,2800,200,1,0,B,Bronze,22,All,2019-07-01,2019-10-31
104,11807,O0011,2019-07-23,800,50,1,0,B,Bronze,25,20-30,2019-07-01,2019-10-31
105,11807,O0012,2019-07-17,900,50,1,0,B,Bronze,25,20-30,2019-07-01,2019-10-31
106,11807,O0010,2019-06-21,1700,100,1,0,B,Bronze,25,20-30,2019-06-01,2019-08-31
107,11807,O0043,2019-10-11,650,50,1,0,B,Bronze,25,All,2019-09-01,2019-10-31
108,11807,O0041,2019-03-22,1100,100,0,1,B,Bronze,25,All,2019-01-01,2019-03-31
109,11807,O0066,2019-03-22,1500,100,0,1,B,Bronze,25,All,2019-01-01,2019-03-31
110,11807,O0030,2019-07-07,3400,200,1,0,B,Bronze,25,All,2019-07-01,2019-10-31
111,32206,O0011,2019-07-12,850,50,0,1,B,Bronze,26,20-30,2019-07-01,2019-10-31
112,32206,O0012,2019-10-25,1000,50,1,0,B,Bronze,26,20-30,2019-07-01,2019-10-31
113,32206,O0010,2019-07-10,1600,100,1,0,B,Bronze,26,20-30,2019-06-01,2019-08-31
114,32206,O0066,2019-03-18,1300,100,1,0,B,Bronze,26,All,2019-01-01,2019-03-31
115,32206,O0067,2019-02-12,2000,100,1,0,B,Bronze,26,All,2019-01-01,2019-03-31
116,32206,O0030,2019-07-18,3800,200,1,0,B,Bronze,26,All,2019-07-01,2019-10-31
117,32206,O0040,2019-07-22,4000,200,1,0,B,Bronze,26,All,2019-07-01,2019-10-31
118,26932,O0011,2019-09-09,750,50,0,1,B,Bronze,27,20-30,2019-07-01,2019-10-31
119,26932,O0028,2019-01-16,550,50,1,0,B,Bronze,27,All,2019-01-01,2019-05-31
120,26932,O0019,2019-08-06,1100,100,1,0,B,Bronze,27,All,2019-07-01,2019-12-31
121,31107,O0012,2019-10-10,650,50,0,1,B,Bronze,29,20-30,2019-07-01,2019-10-31
122,31107,O0010,2019-07-23,1600,100,1,0,B,Bronze,29,20-30,2019-06-01,2019-08-31
123,31107,O0013,2019-04-09,1800,100,0,1,B,Bronze,29,20-30,2019-04-01,2019-07-31
124,31107,O0026,2019-03-09,1500,100,1,0,B,Bronze,29,All,2019-01-01,2019-05-31
125,31107,O0031,2019-08-12,1700,100,1,0,B,Bronze,29,All,2019-07-01,2019-10-31
126,31107,O0035,2019-09-23,1700,100,1,0,B,Bronze,29,All,2019-07-01,2019-10-31
127,31107,O0067,2019-03-18,1700,100,1,0,B,Bronze,29,All,2019-01-01,2019-03-31
128,31107,O0030,2019-07-24,4000,200,1,0,B,Bronze,29,All,2019-07-01,2019-10-31
129,10117,O0095,2019-08-26,700,50,1,0,B,Bronze,30,< 12,2019-07-01,2019-10-31
130,10124,O0095,2019-09-05,900,50,1,0,B,Bronze,30,< 12,2019-07-01,2019-10-31
131,10117,O0096,2019-08-01,700,50,1,0,B,Bronze,30,< 12,2019-07-01,2019-10-31
132,7415,O0011,2019-08-23,600,50,0,1,B,Bronze,30,20-30,2019-07-01,2019-10-31
133,15106,O0011,2019-08-23,700,50,1,0,B,Bronze,30,20-30,2019-07-01,2019-10-31
134,45083,O0011,2019-10-17,800,50,1,0,B,Bronze,30,20-30,2019-07-01,2019-10-31
135,10101,O0012,2019-10-13,900,50,1,0,B,Bronze,30,20-30,2019-07-01,2019-10-31
136,26977,O0012,2019-08-30,550,50,0,1,B,Bronze,30,20-30,2019-07-01,2019-10-31
137,7415,O0057,2019-01-10,650,50,1,0,B,Bronze,30,20-30,2019-01-01,2019-03-31
138,15106,O0057,2019-02-15,750,50,1,0,B,Bronze,30,20-30,2019-01-01,2019-03-31
139,51891,O0057,2019-02-18,650,50,0,1,B,Bronze,30,20-30,2019-01-01,2019-03-31
140,51891,O0059,2019-03-03,500,50,1,0,B,Bronze,30,20-30,2019-01-01,2019-03-31
141,10101,O0010,2019-08-29,1600,100,1,0,B,Bronze,30,20-30,2019-06-01,2019-08-31
142,45083,O0010,2019-07-13,1100,100,0,1,B,Bronze,30,20-30,2019-06-01,2019-08-31
143,51891,O0010,2019-06-15,1400,100,0,1,B,Bronze,30,20-30,2019-06-01,2019-08-31
144,26977,O0013,2019-05-24,1000,100,1,0,B,Bronze,30,20-30,2019-04-01,2019-07-31
145,45083,O0013,2019-04-17,1600,100,1,0,B,Bronze,30,20-30,2019-04-01,2019-07-31
146,51891,O0013,2019-05-31,1700,100,1,0,B,Bronze,30,20-30,2019-04-01,2019-07-31
147,10101,O0061,2019-02-07,1800,100,0,1,B,Bronze,30,20-30,2019-01-01,2019-03-31
148,10117,O0001,2019-08-24,750,50,1,0,B,Bronze,30,40-65,2019-06-01,2019-08-31
149,26977,O0001,2019-07-11,800,50,1,0,B,Bronze,30,40-65,2019-06-01,2019-08-31
150,10101,O0048,2019-03-26,850,50,1,0,B,Bronze,30,40-65,2019-01-01,2019-03-31
151,26977,O0048,2019-01-07,550,50,1,0,B,Bronze,30,40-65,2019-01-01,2019-03-31
152,45083,O0048,2019-02-13,650,50,1,0,B,Bronze,30,40-65,2019-01-01,2019-03-31
153,10124,O0027,2019-01-25,750,50,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
154,26977,O0027,2019-02-06,900,50,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
155,10101,O0028,2019-02-16,700,50,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
156,10117,O0028,2019-02-18,750,50,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
157,10101,O0042,2019-10-21,900,50,1,0,B,Bronze,30,All,2019-09-01,2019-10-31
158,51891,O0045,2019-10-15,550,50,1,0,B,Bronze,30,All,2019-09-01,2019-10-31
159,51891,O0056,2019-01-09,800,50,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
160,45083,O0078,2019-03-07,600,50,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
161,10117,O0082,2019-12-26,500,50,1,0,B,Bronze,30,All,2019-09-15,2019-12-31
162,51891,O0082,2019-10-09,600,50,1,0,B,Bronze,30,All,2019-09-15,2019-12-31
163,45083,O0086,2019-10-18,850,50,1,0,B,Bronze,30,All,2019-09-15,2019-12-31
164,10117,O0087,2019-11-09,750,50,1,0,B,Bronze,30,All,2019-09-15,2019-12-31
165,45083,O0087,2019-09-18,650,50,1,0,B,Bronze,30,All,2019-09-15,2019-12-31
166,10101,O0088,2019-01-21,950,50,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
167,10124,O0088,2019-03-15,650,50,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
168,10117,O0089,2019-01-20,950,50,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
169,51891,O0090,2019-02-03,850,50,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
170,51891,O0016,2019-08-12,1900,100,0,1,B,Bronze,30,All,2019-07-01,2019-08-31
171,10117,O0019,2019-09-24,1400,100,0,1,B,Bronze,30,All,2019-07-01,2019-12-31
172,10117,O0020,2019-11-02,1600,100,1,0,B,Bronze,30,All,2019-07-01,2019-12-31
173,26977,O0025,2019-05-15,1800,100,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
174,7415,O0026,2019-04-04,1800,100,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
175,10117,O0026,2019-01-25,1300,100,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
176,26977,O0026,2019-04-04,1800,100,0,1,B,Bronze,30,All,2019-01-01,2019-05-31
177,45083,O0026,2019-01-12,1600,100,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
178,7415,O0035,2019-08-20,1900,100,1,0,B,Bronze,30,All,2019-07-01,2019-10-31
179,10117,O0035,2019-07-01,1400,100,1,0,B,Bronze,30,All,2019-07-01,2019-10-31
180,7415,O0041,2019-03-18,1500,100,0,1,B,Bronze,30,All,2019-01-01,2019-03-31
181,45083,O0041,2019-02-20,1200,100,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
182,26977,O0066,2019-03-13,1700,100,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
183,51891,O0073,2019-03-02,1500,100,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
184,7415,O0017,2019-08-12,2550,150,1,0,B,Bronze,30,All,2019-07-01,2019-08-31
185,51891,O0017,2019-08-20,2550,150,1,0,B,Bronze,30,All,2019-07-01,2019-08-31
186,7415,O0030,2019-10-20,3400,200,1,0,B,Bronze,30,All,2019-07-01,2019-10-31
187,45083,O0030,2019-09-29,3400,200,1,0,B,Bronze,30,All,2019-07-01,2019-10-31
188,51891,O0030,2019-08-11,3400,200,1,0,B,Bronze,30,All,2019-07-01,2019-10-31
189,15106,O0040,2019-09-13,2200,200,1,0,B,Bronze,30,All,2019-07-01,2019-10-31
190,45083,O0040,2019-10-13,3800,200,1,0,B,Bronze,30,All,2019-07-01,2019-10-31
191,21808,O0095,2019-09-05,700,50,0,1,B,Bronze,31,< 12,2019-07-01,2019-10-31
192,21808,O0048,2019-02-16,500,50,1,0,B,Bronze,31,40-65,2019-01-01,2019-03-31
193,35809,O0027,2019-02-13,900,50,1,0,B,Bronze,31,All,2019-01-01,2019-05-31
194,56284,O0047,2019-10-31,950,50,1,0,B,Bronze,31,All,2019-09-01,2019-10-31
195,56284,O0092,2019-01-05,700,50,1,0,B,Bronze,31,All,2019-01-01,2019-03-31
196,56284,O0016,2019-08-09,1700,100,1,0,B,Bronze,31,All,2019-07-01,2019-08-31
197,21808,O0019,2019-09-03,1800,100,1,0,B,Bronze,31,All,2019-07-01,2019-12-31
198,56284,O0019,2019-08-06,1200,100,1,0,B,Bronze,31,All,2019-07-01,2019-12-31
199,56284,O0020,2019-09-06,1500,100,1,0,B,Bronze,31,All,2019-07-01,2019-12-31
200,21808,O0026,2019-03-13,1800,100,1,0,B,Bronze,31,All,2019-01-01,2019-05-31
201,56284,O0026,2019-03-18,1100,100,1,0,B,Bronze,31,All,2019-01-01,2019-05-31
202,35809,O0029,2019-07-03,1800,100,1,0,B,Bronze,31,All,2019-07-01,2019-07-31
203,56284,O0038,2019-08-30,2000,100,1,0,B,Bronze,31,All,2019-07-01,2019-10-31
204,56284,O0041,2019-02-04,1100,100,1,0,B,Bronze,31,All,2019-01-01,2019-03-31
205,56284,O0075,2019-01-12,1900,100,1,0,B,Bronze,31,All,2019-01-01,2019-03-31
206,35809,O0017,2019-08-25,2100,150,1,0,B,Bronze,31,All,2019-07-01,2019-08-31
207,56284,O0030,2019-10-18,2600,200,1,0,B,Bronze,31,All,2019-07-01,2019-10-31
208,56103,O0095,2019-07-26,1000,50,0,1,B,Bronze,32,< 12,2019-07-01,2019-10-31
209,58397,O0057,2019-01-19,900,50,1,0,B,Bronze,32,20-30,2019-01-01,2019-03-31
210,56508,O0048,2019-03-02,500,50,1,0,B,Bronze,32,40-65,2019-01-01,2019-03-31
211,57675,O0048,2019-03-20,750,50,1,0,B,Bronze,32,40-65,2019-01-01,2019-03-31
212,56507,O0027,2019-04-06,600,50,1,0,B,Bronze,32,All,2019-01-01,2019-05-31
213,56508,O0027,2019-02-04,950,50,1,0,B,Bronze,32,All,2019-01-01,2019-05-31
214,56507,O0042,2019-09-25,650,50,1,0,B,Bronze,32,All,2019-09-01,2019-10-31
215,56508,O0042,2019-10-01,550,50,0,1,B,Bronze,32,All,2019-09-01,2019-10-31
216,58397,O0042,2019-09-02,750,50,1,0,B,Bronze,32,All,2019-09-01,2019-10-31
217,56507,O0043,2019-09-28,700,50,1,0,B,Bronze,32,All,2019-09-01,2019-10-31
218,56508,O0044,2019-10-18,600,50,1,0,B,Bronze,32,All,2019-09-01,2019-10-31
219,56508,O0045,2019-09-16,800,50,1,0,B,Bronze,32,All,2019-09-01,2019-10-31
220,56103,O0046,2019-09-08,850,50,1,0,B,Bronze,32,All,2019-09-01,2019-10-31
221,56508,O0046,2019-10-31,600,50,1,0,B,Bronze,32,All,2019-09-01,2019-10-31
222,56507,O0047,2019-09-14,850,50,1,0,B,Bronze,32,All,2019-09-01,2019-10-31
223,56508,O0047,2019-09-20,550,50,1,0,B,Bronze,32,All,2019-09-01,2019-10-31
224,56507,O0078,2019-02-15,550,50,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
225,57675,O0082,2019-12-19,1000,50,1,0,B,Bronze,32,All,2019-09-15,2019-12-31
226,58397,O0085,2019-09-20,1000,50,1,0,B,Bronze,32,All,2019-09-15,2019-12-31
227,56103,O0091,2019-02-17,650,50,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
228,56507,O0092,2019-03-20,1000,50,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
229,56508,O0092,2019-02-03,950,50,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
230,57675,O0092,2019-01-30,650,50,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
231,58397,O0093,2019-01-08,950,50,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
232,57675,O0016,2019-08-30,1400,100,1,0,B,Bronze,32,All,2019-07-01,2019-08-31
233,56103,O0019,2019-10-07,1300,100,0,1,B,Bronze,32,All,2019-07-01,2019-12-31
234,56507,O0019,2019-08-05,1400,100,1,0,B,Bronze,32,All,2019-07-01,2019-12-31
235,56103,O0020,2019-10-20,1900,100,1,0,B,Bronze,32,All,2019-07-01,2019-12-31
236,56507,O0020,2019-10-21,2000,100,1,0,B,Bronze,32,All,2019-07-01,2019-12-31
237,57675,O0020,2019-11-17,1400,100,1,0,B,Bronze,32,All,2019-07-01,2019-12-31
238,57675,O0025,2019-02-17,1900,100,1,0,B,Bronze,32,All,2019-01-01,2019-05-31
239,56103,O0029,2019-07-07,1900,100,1,0,B,Bronze,32,All,2019-07-01,2019-07-31
240,56507,O0029,2019-07-26,1300,100,1,0,B,Bronze,32,All,2019-07-01,2019-07-31
241,57675,O0029,2019-07-07,1200,100,1,0,B,Bronze,32,All,2019-07-01,2019-07-31
242,56103,O0031,2019-07-31,1900,100,1,0,B,Bronze,32,All,2019-07-01,2019-10-31
243,56507,O0031,2019-08-14,1000,100,1,0,B,Bronze,32,All,2019-07-01,2019-10-31
244,56507,O0035,2019-07-06,1800,100,1,0,B,Bronze,32,All,2019-07-01,2019-10-31
245,58397,O0035,2019-09-02,1200,100,1,0,B,Bronze,32,All,2019-07-01,2019-10-31
246,56508,O0038,2019-10-07,1700,100,1,0,B,Bronze,32,All,2019-07-01,2019-10-31
247,57675,O0038,2019-09-24,1100,100,1,0,B,Bronze,32,All,2019-07-01,2019-10-31
248,58397,O0041,2019-03-11,1600,100,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
249,56103,O0074,2019-01-18,1000,100,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
250,56507,O0075,2019-03-22,1500,100,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
251,56508,O0075,2019-02-27,2000,100,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
252,57675,O0076,2019-01-25,1600,100,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
253,58397,O0076,2019-02-23,1500,100,1,0,B,Bronze,32,All,2019-01-01,2019-03-31
254,56103,O0017,2019-08-29,2250,150,1,0,B,Bronze,32,All,2019-07-01,2019-08-31
255,58397,O0017,2019-07-22,1500,150,1,0,B,Bronze,32,All,2019-07-01,2019-08-31
256,56507,O0039,2019-10-07,3000,200,1,0,B,Bronze,32,All,2019-07-01,2019-10-31
257,58397,O0039,2019-08-29,2400,200,1,0,B,Bronze,32,All,2019-07-01,2019-10-31
258,58397,O0040,2019-09-11,3600,200,1,0,B,Bronze,32,All,2019-07-01,2019-10-31
259,49250,O0096,2019-09-05,900,50,1,0,B,Bronze,33,< 12,2019-07-01,2019-10-31
260,49410,O0001,2019-08-24,600,50,1,0,B,Bronze,33,40-65,2019-06-01,2019-08-31
261,55105,O0001,2019-07-23,650,50,1,0,B,Bronze,33,40-65,2019-06-01,2019-08-31
262,35810,O0048,2019-02-08,500,50,1,0,B,Bronze,33,40-65,2019-01-01,2019-03-31
263,35810,O0027,2019-02-07,650,50,1,0,B,Bronze,33,All,2019-01-01,2019-05-31
264,48208,O0027,2019-02-08,650,50,1,0,B,Bronze,33,All,2019-01-01,2019-05-31
265,49250,O0027,2019-02-22,600,50,1,0,B,Bronze,33,All,2019-01-01,2019-05-31
266,20820,O0028,2019-03-02,550,50,1,0,B,Bronze,33,All,2019-01-01,2019-05-31
267,48208,O0028,2019-03-27,650,50,1,0,B,Bronze,33,All,2019-01-01,2019-05-31
268,48208,O0042,2019-10-03,550,50,1,0,B,Bronze,33,All,2019-09-01,2019-10-31
269,49410,O0042,2019-10-31,600,50,0,1,B,Bronze,33,All,2019-09-01,2019-10-31
270,35810,O0043,2019-10-11,850,50,1,0,B,Bronze,33,All,2019-09-01,2019-10-31
271,48208,O0043,2019-10-12,1000,50,1,0,B,Bronze,33,All,2019-09-01,2019-10-31
272,35810,O0044,2019-09-17,600,50,1,0,B,Bronze,33,All,2019-09-01,2019-10-31
273,49250,O0044,2019-10-04,1000,50,1,0,B,Bronze,33,All,2019-09-01,2019-10-31
274,49410,O0044,2019-10-31,1000,50,1,0,B,Bronze,33,All,2019-09-01,2019-10-31
275,35810,O0045,2019-09-11,950,50,1,0,B,Bronze,33,All,2019-09-01,2019-10-31
