CustomerID,CustomerGender,CustomerCountry,CustomerAgeSegment,OfferId,OfferTransactionDate,TransactionAmount,Points,Accrual,Redemption,CustomerTier,OfferTier,CustomerAge,OfferTargetAge,OSD,OED
59336,M,IN,20-30,O0014,2019-06-18,1000,100,0,1,B,Bronze,20,20-30,2019-04-01,2019-07-31
59336,M,IN,20-30,O0001,2019-07-14,550,50,1,0,B,Bronze,20,40-65,2019-06-01,2019-08-31
59336,M,IN,20-30,O0078,2019-02-06,850,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
59336,M,IN,20-30,O0088,2019-01-11,500,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
59336,M,IN,20-30,O0093,2019-03-03,700,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
59336,M,IN,20-30,O0094,2019-02-15,550,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
59336,M,IN,20-30,O0063,2019-02-28,1100,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
59336,M,IN,20-30,O0066,2019-01-18,1200,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
59336,M,IN,20-30,O0077,2019-01-22,1600,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
59336,M,IN,20-30,O0040,2019-08-02,2200,200,0,1,B,Bronze,20,All,2019-07-01,2019-10-31
59336,M,IN,20-30,O0015,2019-07-03,1300,100,1,0,B,Gold,20,20-30,2019-07-01,2019-08-31
59336,M,IN,20-30,O0062,2019-07-31,3750,250,0,1,B,Gold,20,20-30,2019-06-01,2019-08-31
59336,M,IN,20-30,O0006,2019-08-17,2200,200,0,1,B,Gold,20,40-65,2019-06-01,2019-08-31
59336,M,IN,20-30,O0021,2019-08-23,1000,100,0,1,B,Gold,20,All,2019-07-01,2019-12-31
59336,M,IN,20-30,O0065,2019-02-26,5000,250,1,0,B,Gold,20,All,2019-01-01,2019-03-31
59336,M,IN,20-30,O0023,2019-03-31,4500,300,1,0,B,Gold,20,All,2019-01-01,2019-03-31
59336,M,IN,20-30,O0080,2019-01-31,4800,300,1,0,B,Gold,20,All,2019-01-01,2019-03-31
60006,F,IN,20-30,O0011,2019-07-01,800,50,1,0,B,Bronze,20,20-30,2019-07-01,2019-10-31
60006,F,IN,20-30,O0057,2019-01-08,900,50,0,1,B,Bronze,20,20-30,2019-01-01,2019-03-31
60006,F,IN,20-30,O0058,2019-02-08,600,50,1,0,B,Bronze,20,20-30,2019-01-01,2019-03-31
60006,F,IN,20-30,O0061,2019-02-22,1800,100,1,0,B,Bronze,20,20-30,2019-01-01,2019-03-31
60006,F,IN,20-30,O0080,2019-01-01,3600,300,0,1,B,Gold,20,All,2019-01-01,2019-03-31
60193,M,IN,20-30,O0011,2019-07-20,950,50,0,1,B,Bronze,20,20-30,2019-07-01,2019-10-31
60193,M,IN,20-30,O0012,2019-10-20,600,50,1,0,B,Bronze,20,20-30,2019-07-01,2019-10-31
60193,M,IN,20-30,O0058,2019-02-26,600,50,0,1,B,Bronze,20,20-30,2019-01-01,2019-03-31
60193,M,IN,20-30,O0010,2019-07-08,2000,100,0,1,B,Bronze,20,20-30,2019-06-01,2019-08-31
60193,M,IN,20-30,O0061,2019-03-10,1100,100,0,1,B,Bronze,20,20-30,2019-01-01,2019-03-31
60193,M,IN,20-30,O0028,2019-04-23,750,50,1,0,B,Bronze,20,All,2019-01-01,2019-05-31
60193,M,IN,20-30,O0088,2019-01-23,950,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
60193,M,IN,20-30,O0019,2019-12-10,1500,100,1,0,B,Bronze,20,All,2019-07-01,2019-12-31
60193,M,IN,20-30,O0041,2019-02-26,1700,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
60193,M,IN,20-30,O0006,2019-07-29,4000,200,1,0,B,Gold,20,40-65,2019-06-01,2019-08-31
60193,M,IN,20-30,O0021,2019-10-25,1000,100,1,0,B,Gold,20,All,2019-07-01,2019-12-31
60193,M,IN,20-30,O0007,2019-08-18,2800,200,1,0,B,Gold,20,All,2019-06-01,2019-08-31
61099,M,IN,20-30,O0058,2019-02-16,900,50,1,0,B,Bronze,20,20-30,2019-01-01,2019-03-31
61099,M,IN,20-30,O0026,2019-02-01,1600,100,1,0,B,Bronze,20,All,2019-01-01,2019-05-31
61099,M,IN,20-30,O0029,2019-07-23,1100,100,1,0,B,Bronze,20,All,2019-07-01,2019-07-31
61099,M,IN,20-30,O0031,2019-09-05,2000,100,1,0,B,Bronze,20,All,2019-07-01,2019-10-31
61099,M,IN,20-30,O0040,2019-09-13,2400,200,1,0,B,Bronze,20,All,2019-07-01,2019-10-31
61099,M,IN,20-30,O0002,2019-08-30,20000,4000,1,0,B,Saphire,20,30 - 40,2019-06-01,2019-08-31
61100,M,IN,20-30,O0059,2019-01-12,900,50,1,0,B,Bronze,20,20-30,2019-01-01,2019-03-31
61100,M,IN,20-30,O0014,2019-06-27,1300,100,1,0,B,Bronze,20,20-30,2019-04-01,2019-07-31
61100,M,IN,20-30,O0028,2019-05-08,500,50,1,0,B,Bronze,20,All,2019-01-01,2019-05-31
61100,M,IN,20-30,O0078,2019-03-08,750,50,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
61100,M,IN,20-30,O0067,2019-01-28,1500,100,1,0,B,Bronze,20,All,2019-01-01,2019-03-31
61100,M,IN,20-30,O0040,2019-08-24,3400,200,1,0,B,Bronze,20,All,2019-07-01,2019-10-31
61100,M,IN,20-30,O0006,2019-06-08,3000,200,1,0,B,Gold,20,40-65,2019-06-01,2019-08-31
61100,M,IN,20-30,O0008,2019-06-09,3000,300,1,0,B,Gold,20,All,2019-06-01,2019-08-31
61160,M,IN,20-30,O0058,2019-01-15,600,50,0,1,B,Bronze,20,20-30,2019-01-01,2019-03-31
61160,M,IN,20-30,O0059,2019-03-10,950,50,1,0,B,Bronze,20,20-30,2019-01-01,2019-03-31
61160,M,IN,20-30,O0019,2019-08-09,1400,100,1,0,B,Bronze,20,All,2019-07-01,2019-12-31
61160,M,IN,20-30,O0006,2019-08-04,2400,200,1,0,B,Gold,20,40-65,2019-06-01,2019-08-31
61160,M,IN,20-30,O0005,2019-06-23,1900,100,1,0,B,Gold,20,All,2019-06-01,2019-08-31
61160,M,IN,20-30,O0009,2019-08-12,4800,300,1,0,B,Gold,20,All,2019-06-01,2019-08-31
61160,M,IN,20-30,O0023,2019-03-06,4800,300,1,0,B,Gold,20,All,2019-01-01,2019-03-31
61160,M,IN,20-30,O0024,2020-01-22,3600,300,1,0,B,Gold,20,All,2019-12-01,2020-01-31
59505,M,IN,20-30,O0057,2019-03-24,550,50,1,0,B,Bronze,21,20-30,2019-01-01,2019-03-31
59505,M,IN,20-30,O0058,2019-01-06,500,50,0,1,B,Bronze,21,20-30,2019-01-01,2019-03-31
59505,M,IN,20-30,O0060,2019-01-08,550,50,0,1,B,Bronze,21,20-30,2019-01-01,2019-03-31
59505,M,IN,20-30,O0048,2019-03-03,550,50,1,0,B,Bronze,21,40-65,2019-01-01,2019-03-31
59505,M,IN,20-30,O0044,2019-10-07,550,50,1,0,B,Bronze,21,All,2019-09-01,2019-10-31
59505,M,IN,20-30,O0045,2019-09-17,550,50,1,0,B,Bronze,21,All,2019-09-01,2019-10-31
59505,M,IN,20-30,O0046,2019-09-14,600,50,1,0,B,Bronze,21,All,2019-09-01,2019-10-31
59505,M,IN,20-30,O0047,2019-09-21,750,50,1,0,B,Bronze,21,All,2019-09-01,2019-10-31
59505,M,IN,20-30,O0082,2019-10-26,550,50,1,0,B,Bronze,21,All,2019-09-15,2019-12-31
59505,M,IN,20-30,O0086,2019-11-05,650,50,1,0,B,Bronze,21,All,2019-09-15,2019-12-31
59505,M,IN,20-30,O0093,2019-01-24,1000,50,1,0,B,Bronze,21,All,2019-01-01,2019-03-31
59505,M,IN,20-30,O0025,2019-03-16,1700,100,1,0,B,Bronze,21,All,2019-01-01,2019-05-31
59505,M,IN,20-30,O0029,2019-07-18,1600,100,1,0,B,Bronze,21,All,2019-07-01,2019-07-31
59505,M,IN,20-30,O0031,2019-08-19,1300,100,1,0,B,Bronze,21,All,2019-07-01,2019-10-31
59505,M,IN,20-30,O0063,2019-03-29,1900,100,1,0,B,Bronze,21,All,2019-01-01,2019-03-31
59505,M,IN,20-30,O0066,2019-02-25,1100,100,1,0,B,Bronze,21,All,2019-01-01,2019-03-31
59505,M,IN,20-30,O0077,2019-02-06,1800,100,1,0,B,Bronze,21,All,2019-01-01,2019-03-31
59505,M,IN,20-30,O0040,2019-07-20,4000,200,1,0,B,Bronze,21,All,2019-07-01,2019-10-31
59505,M,IN,20-30,O0062,2019-07-26,5000,250,0,1,B,Gold,21,20-30,2019-06-01,2019-08-31
59505,M,IN,20-30,O0021,2019-09-13,1900,100,1,0,B,Gold,21,All,2019-07-01,2019-12-31
59505,M,IN,20-30,O0065,2019-01-08,2750,250,1,0,B,Gold,21,All,2019-01-01,2019-03-31
59505,M,IN,20-30,O0022,2019-11-29,4800,300,1,0,B,Gold,21,All,2019-07-01,2019-12-31
59505,M,IN,20-30,O0023,2019-01-13,6000,300,1,0,B,Gold,21,All,2019-01-01,2019-03-31
59505,M,IN,20-30,O0079,2019-03-12,4200,300,1,0,B,Gold,21,All,2019-01-01,2019-03-31
59505,M,IN,20-30,O0080,2019-03-06,6000,300,1,0,B,Gold,21,All,2019-01-01,2019-03-31
59505,M,IN,20-30,O0036,2019-08-12,5600,400,1,0,B,Gold,21,All,2019-06-01,2019-08-31
10119,M,IN,20-30,O0011,2019-07-04,950,50,0,1,B,Bronze,22,20-30,2019-07-01,2019-10-31
10119,M,IN,20-30,O0057,2019-03-08,500,50,1,0,B,Bronze,22,20-30,2019-01-01,2019-03-31
10119,M,IN,20-30,O0014,2019-04-09,1100,100,0,1,B,Bronze,22,20-30,2019-04-01,2019-07-31
10119,M,IN,20-30,O0061,2019-02-17,1200,100,0,1,B,Bronze,22,20-30,2019-01-01,2019-03-31
10119,M,IN,20-30,O0028,2019-01-17,950,50,1,0,B,Bronze,22,All,2019-01-01,2019-05-31
10119,M,IN,20-30,O0042,2019-10-21,950,50,1,0,B,Bronze,22,All,2019-09-01,2019-10-31
10119,M,IN,20-30,O0043,2019-09-20,550,50,1,0,B,Bronze,22,All,2019-09-01,2019-10-31
10119,M,IN,20-30,O0082,2019-10-18,550,50,1,0,B,Bronze,22,All,2019-09-15,2019-12-31
10119,M,IN,20-30,O0087,2019-09-24,850,50,1,0,B,Bronze,22,All,2019-09-15,2019-12-31
10119,M,IN,20-30,O0089,2019-02-14,650,50,1,0,B,Bronze,22,All,2019-01-01,2019-03-31
10119,M,IN,20-30,O0019,2019-10-19,1200,100,1,0,B,Bronze,22,All,2019-07-01,2019-12-31
10119,M,IN,20-30,O0031,2019-08-30,1500,100,1,0,B,Bronze,22,All,2019-07-01,2019-10-31
10119,M,IN,20-30,O0040,2019-08-30,2800,200,1,0,B,Bronze,22,All,2019-07-01,2019-10-31
10119,M,IN,20-30,O0015,2019-08-25,1500,100,1,0,B,Gold,22,20-30,2019-07-01,2019-08-31
10119,M,IN,20-30,O0065,2019-01-12,2500,250,1,0,B,Gold,22,All,2019-01-01,2019-03-31
10119,M,IN,20-30,O0008,2019-06-04,6000,300,1,0,B,Gold,22,All,2019-06-01,2019-08-31
10119,M,IN,20-30,O0022,2019-11-26,5400,300,1,0,B,Gold,22,All,2019-07-01,2019-12-31
10119,M,IN,20-30,O0071,2019-03-11,5700,300,1,0,B,Gold,22,All,2019-01-01,2019-03-31
10119,M,IN,20-30,O0079,2019-02-11,4800,300,1,0,B,Gold,22,All,2019-01-01,2019-03-31
10119,M,IN,20-30,O0080,2019-02-23,5100,300,1,0,B,Gold,22,All,2019-01-01,2019-03-31
10119,M,IN,20-30,O0036,2019-08-26,8000,400,1,0,B,Gold,22,All,2019-06-01,2019-08-31
10119,M,IN,20-30,O0049,2019-07-11,12000,4000,1,0,B,Saphire,22,30 - 40,2019-06-01,2019-08-31
10119,M,IN,20-30,O0002,2019-06-22,8000,4000,0,1,B,Saphire,22,30 - 40,2019-06-01,2019-08-31
10201,U,IN,20-30,O0011,2019-07-03,700,50,1,0,B,Bronze,22,20-30,2019-07-01,2019-10-31
10201,U,IN,20-30,O0012,2019-10-20,750,50,1,0,B,Bronze,22,20-30,2019-07-01,2019-10-31
10201,U,IN,20-30,O0061,2019-03-04,1000,100,1,0,B,Bronze,22,20-30,2019-01-01,2019-03-31
10201,U,IN,20-30,O0027,2019-01-04,1000,50,1,0,B,Bronze,22,All,2019-01-01,2019-05-31
10201,U,IN,20-30,O0042,2019-10-29,550,50,1,0,B,Bronze,22,All,2019-09-01,2019-10-31
10201,U,IN,20-30,O0088,2019-02-17,900,50,1,0,B,Bronze,22,All,2019-01-01,2019-03-31
10201,U,IN,20-30,O0035,2019-08-13,1200,100,1,0,B,Bronze,22,All,2019-07-01,2019-10-31
10201,U,IN,20-30,O0066,2019-03-15,2000,100,1,0,B,Bronze,22,All,2019-01-01,2019-03-31
10201,U,IN,20-30,O0021,2019-10-12,1700,100,1,0,B,Gold,22,All,2019-07-01,2019-12-31
10201,U,IN,20-30,O0007,2019-08-08,3800,200,1,0,B,Gold,22,All,2019-06-01,2019-08-31
10201,U,IN,20-30,O0065,2019-03-19,4250,250,1,0,B,Gold,22,All,2019-01-01,2019-03-31
10201,U,IN,20-30,O0069,2019-02-10,3750,250,1,0,B,Gold,22,All,2019-01-01,2019-03-31
10201,U,IN,20-30,O0008,2019-08-14,3000,300,1,0,B,Gold,22,All,2019-06-01,2019-08-31
10201,U,IN,20-30,O0022,2019-11-11,4500,300,1,0,B,Gold,22,All,2019-07-01,2019-12-31
10201,U,IN,20-30,O0079,2019-03-18,4200,300,1,0,B,Gold,22,All,2019-01-01,2019-03-31
10201,U,IN,20-30,O0080,2019-01-15,3600,300,1,0,B,Gold,22,All,2019-01-01,2019-03-31
11807,F,IN,20-30,O0011,2019-07-23,800,50,1,0,B,Bronze,25,20-30,2019-07-01,2019-10-31
11807,F,IN,20-30,O0012,2019-07-17,900,50,1,0,B,Bronze,25,20-30,2019-07-01,2019-10-31
11807,F,IN,20-30,O0010,2019-06-21,1700,100,1,0,B,Bronze,25,20-30,2019-06-01,2019-08-31
11807,F,IN,20-30,O0043,2019-10-11,650,50,1,0,B,Bronze,25,All,2019-09-01,2019-10-31
11807,F,IN,20-30,O0041,2019-03-22,1100,100,0,1,B,Bronze,25,All,2019-01-01,2019-03-31
11807,F,IN,20-30,O0066,2019-03-22,1500,100,0,1,B,Bronze,25,All,2019-01-01,2019-03-31
11807,F,IN,20-30,O0030,2019-07-07,3400,200,1,0,B,Bronze,25,All,2019-07-01,2019-10-31
11807,F,IN,20-30,O0006,2019-07-14,2600,200,1,0,B,Gold,25,40-65,2019-06-01,2019-08-31
11807,F,IN,20-30,O0053,2019-08-06,3250,250,1,0,B,Gold,25,40-65,2019-06-01,2019-08-31
11807,F,IN,20-30,O0008,2019-08-16,3900,300,1,0,B,Gold,25,All,2019-06-01,2019-08-31
11807,F,IN,20-30,O0009,2019-07-01,3300,300,0,1,B,Gold,25,All,2019-06-01,2019-08-31
11807,F,IN,20-30,O0023,2019-01-21,3000,300,0,1,B,Gold,25,All,2019-01-01,2019-03-31
11807,F,IN,20-30,O0079,2019-03-10,5400,300,1,0,B,Gold,25,All,2019-01-01,2019-03-31
11807,F,IN,20-30,O0080,2019-02-16,5100,300,1,0,B,Gold,25,All,2019-01-01,2019-03-31
32206,F,IN,20-30,O0011,2019-07-12,850,50,0,1,B,Bronze,26,20-30,2019-07-01,2019-10-31
32206,F,IN,20-30,O0012,2019-10-25,1000,50,1,0,B,Bronze,26,20-30,2019-07-01,2019-10-31
32206,F,IN,20-30,O0010,2019-07-10,1600,100,1,0,B,Bronze,26,20-30,2019-06-01,2019-08-31
32206,F,IN,20-30,O0066,2019-03-18,1300,100,1,0,B,Bronze,26,All,2019-01-01,2019-03-31
32206,F,IN,20-30,O0067,2019-02-12,2000,100,1,0,B,Bronze,26,All,2019-01-01,2019-03-31
32206,F,IN,20-30,O0030,2019-07-18,3800,200,1,0,B,Bronze,26,All,2019-07-01,2019-10-31
32206,F,IN,20-30,O0040,2019-07-22,4000,200,1,0,B,Bronze,26,All,2019-07-01,2019-10-31
32206,F,IN,20-30,O0062,2019-08-07,3000,250,1,0,B,Gold,26,20-30,2019-06-01,2019-08-31
32206,F,IN,20-30,O0053,2019-07-03,4500,250,1,0,B,Gold,26,40-65,2019-06-01,2019-08-31
32206,F,IN,20-30,O0103,2019-12-23,4500,300,1,0,B,Gold,26,Above 65,2019-12-01,2020-01-31
32206,F,IN,20-30,O0005,2019-06-09,1900,100,1,0,B,Gold,26,All,2019-06-01,2019-08-31
32206,F,IN,20-30,O0021,2019-08-02,1000,100,1,0,B,Gold,26,All,2019-07-01,2019-12-31
32206,F,IN,20-30,O0070,2019-03-19,3500,250,0,1,B,Gold,26,All,2019-01-01,2019-03-31
32206,F,IN,20-30,O0023,2019-01-01,4500,300,1,0,B,Gold,26,All,2019-01-01,2019-03-31
32206,F,IN,20-30,O0079,2019-03-31,3900,300,1,0,B,Gold,26,All,2019-01-01,2019-03-31
32206,F,IN,20-30,O0080,2019-01-09,3000,300,1,0,B,Gold,26,All,2019-01-01,2019-03-31
31107,F,IN,20-30,O0012,2019-10-10,650,50,0,1,B,Bronze,29,20-30,2019-07-01,2019-10-31
31107,F,IN,20-30,O0010,2019-07-23,1600,100,1,0,B,Bronze,29,20-30,2019-06-01,2019-08-31
31107,F,IN,20-30,O0013,2019-04-09,1800,100,0,1,B,Bronze,29,20-30,2019-04-01,2019-07-31
31107,F,IN,20-30,O0026,2019-03-09,1500,100,1,0,B,Bronze,29,All,2019-01-01,2019-05-31
31107,F,IN,20-30,O0031,2019-08-12,1700,100,1,0,B,Bronze,29,All,2019-07-01,2019-10-31
31107,F,IN,20-30,O0035,2019-09-23,1700,100,1,0,B,Bronze,29,All,2019-07-01,2019-10-31
31107,F,IN,20-30,O0067,2019-03-18,1700,100,1,0,B,Bronze,29,All,2019-01-01,2019-03-31
31107,F,IN,20-30,O0030,2019-07-24,4000,200,1,0,B,Bronze,29,All,2019-07-01,2019-10-31
31107,F,IN,20-30,O0053,2019-07-29,4250,250,1,0,B,Gold,29,40-65,2019-06-01,2019-08-31
31107,F,IN,20-30,O0005,2019-06-15,1000,100,1,0,B,Gold,29,All,2019-06-01,2019-08-31
31107,F,IN,20-30,O0008,2019-08-15,4200,300,1,0,B,Gold,29,All,2019-06-01,2019-08-31
31107,F,IN,20-30,O0009,2019-07-23,4800,300,1,0,B,Gold,29,All,2019-06-01,2019-08-31
31107,F,IN,20-30,O0024,2019-12-23,4200,300,1,0,B,Gold,29,All,2019-12-01,2020-01-31
31107,F,IN,20-30,O0079,2019-03-11,5400,300,1,0,B,Gold,29,All,2019-01-01,2019-03-31
31107,F,IN,20-30,O0080,2019-02-05,3300,300,1,0,B,Gold,29,All,2019-01-01,2019-03-31
7415,M,IN,20-30,O0011,2019-08-23,600,50,0,1,B,Bronze,30,20-30,2019-07-01,2019-10-31
7415,M,IN,20-30,O0057,2019-01-10,650,50,1,0,B,Bronze,30,20-30,2019-01-01,2019-03-31
7415,M,IN,20-30,O0026,2019-04-04,1800,100,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
7415,M,IN,20-30,O0035,2019-08-20,1900,100,1,0,B,Bronze,30,All,2019-07-01,2019-10-31
7415,M,IN,20-30,O0041,2019-03-18,1500,100,0,1,B,Bronze,30,All,2019-01-01,2019-03-31
7415,M,IN,20-30,O0017,2019-08-12,2550,150,1,0,B,Bronze,30,All,2019-07-01,2019-08-31
7415,M,IN,20-30,O0030,2019-10-20,3400,200,1,0,B,Bronze,30,All,2019-07-01,2019-10-31
7415,M,IN,20-30,O0053,2019-08-23,3250,250,1,0,B,Gold,30,40-65,2019-06-01,2019-08-31
7415,M,IN,20-30,O0065,2019-02-23,4500,250,1,0,B,Gold,30,All,2019-01-01,2019-03-31
7415,M,IN,20-30,O0022,2019-12-26,3600,300,1,0,B,Gold,30,All,2019-07-01,2019-12-31
7415,M,IN,20-30,O0079,2019-03-27,3900,300,1,0,B,Gold,30,All,2019-01-01,2019-03-31
7415,M,IN,20-30,O0080,2019-01-11,6000,300,1,0,B,Gold,30,All,2019-01-01,2019-03-31
10101,M,IN,20-30,O0012,2019-10-13,900,50,1,0,B,Bronze,30,20-30,2019-07-01,2019-10-31
10101,M,IN,20-30,O0010,2019-08-29,1600,100,1,0,B,Bronze,30,20-30,2019-06-01,2019-08-31
10101,M,IN,20-30,O0061,2019-02-07,1800,100,0,1,B,Bronze,30,20-30,2019-01-01,2019-03-31
10101,M,IN,20-30,O0048,2019-03-26,850,50,1,0,B,Bronze,30,40-65,2019-01-01,2019-03-31
10101,M,IN,20-30,O0028,2019-02-16,700,50,1,0,B,Bronze,30,All,2019-01-01,2019-05-31
10101,M,IN,20-30,O0042,2019-10-21,900,50,1,0,B,Bronze,30,All,2019-09-01,2019-10-31
10101,M,IN,20-30,O0088,2019-01-21,950,50,1,0,B,Bronze,30,All,2019-01-01,2019-03-31
10101,M,IN,20-30,O0015,2019-07-24,1600,100,1,0,B,Gold,30,20-30,2019-07-01,2019-08-31
10101,M,IN,20-30,O0079,2019-02-23,6000,300,1,0,B,Gold,30,All,2019-01-01,2019-03-31
10101,M,IN,20-30,O0080,2019-01-11,5100,300,1,0,B,Gold,30,All,2019-01-01,2019-03-31
26977,U,IN,20-30,O0012,2019-08-30,550,50,0,1,B,Bronze,30,20-30,2019-07-01,2019-10-31
26977,U,IN,20-30,O0013,2019-05-24,1000,100,1,0,B,Bronze,30,20-30,2019-04-01,2019-07-31
